ID,Fecha,Dominio,Título,URL,Idioma,Sentimiento,Telefonos,Emails
11,2022-11-19T00:00:00.000Z,com/espana/galicia/2022-11-19/abel-caballero-prende-sus-11-millones-de-leds-la-international-space-station-esta-ahi-arriba-para-retransmitir-la-navidad-de-vigo,Abel Caballero prende sus 11 millones de luces led: “La International Space Station está ahí arriba para retransmitir la Navidad de Vigo” | Galicia | EL PAÍS,https://elpais.com/espana/galicia/2022-11-19/abel-caballero-prende-sus-11-millones-de-leds-la-international-space-station-esta-ahi-arriba-para-retransmitir-la-navidad-de-vigo.html,es,negativo,[],['ventacontenidos@prisamedia.com']
12,2023-02-24T00:00:00.000Z,galiciapress,"Caballero: ""Dentro de cuatro años me presentaré, mejoraré resultados otra vez y después Dios dirá""",https://www.galiciapress.es/articulo/politica-galicia/2023-02-24/4189364-abel-caballero-dentro-cuatro-anos-presentare-mejorare-resultados-otra-vez-despues-dios-dira,es,positivo,['678803735'],"['redaccion@galiciapress.es', 'direccion@galiciapress.es']"
13,2022-11-11T00:00:00.000Z,elespanol,Esto es lo que han cobrado en 2021 los alcaldes de las comarcas de Vigo y Pontevedra,https://www.elespanol.com/treintayseis/articulos/economia/esto-es-lo-que-han-cobrado-en-2021-los-alcaldes-de-las-comarcas-de-vigo-y-pontevedra,es,positivo,[],[]
14,2022-11-09T00:00:00.000Z,galiciapress,¿Cuánto cobra mi alcalde? Lores (Pontevedra) y Caballero (Vigo) son los que más ganan en Galicia,https://www.galiciapress.es/articulo/politica-galicia/2022-11-09/4065977-sueldos-alcaldes-gallegos-lores-caballero-superan-70000-euros-docena-no-cobra-cargo-31-no-informan,es,positivo,['678803735'],"['redaccion@galiciapress.es', 'direccion@galiciapress.es']"
15,2022-11-09T00:00:00.000Z,elespanol,"Caballero, sobre la salida sur: ""El Gobierno de España sigue cumpliendo con esta ciudad""",https://www.elespanol.com/treintayseis/articulos/actualidad/caballero-sobre-la-salida-sur-el-gobierno-de-espana-sigue-cumpliendo-con-esta-ciudad,es,positivo,[],[]
16,2022-11-09T00:00:00.000Z,galiciapress,"La Navidad de Vigo llevó a la ciudad olívica a 5,3 millones de turistas para ver las luces, asegura Abel Caballero",https://www.galiciapress.es/articulo/vigo/2023-03-14/4213491-caballero-asegura-navidad-vigo-batio-record-visitantes-contabilizar-53-millones-turistas,es,positivo,['678803735'],"['redaccion@galiciapress.es', 'direccion@galiciapress.es']"
17,2023-01-23T00:00:00.000Z,galiciapress,"""Vigo somos todxs"", plataformas vecinales lanzan protestas criticando a Abel Caballero por soberbio",https://www.galiciapress.es/articulo/vigo/2023-01-23/4149754-vigo-somos-todxs-plataformas-vecinales-lanzan-protestas-criticando-abel-caballero-soberbio,es,negativo,['678803735'],"['redaccion@galiciapress.es', 'direccion@galiciapress.es']"
18,2022-10-10T00:00:00.000Z,rtve,"Entrevista al alcalde de Vigo, Abel Caballero",https://www.rtve.es/noticias/20221010/entrevista-alcalde-vigo-abel-caballero/2405562.shtml,es,positivo,[],[]
19,2022-12-23T00:00:00.000Z,elespanol,"Abel Caballero: ""La ley dificulta otorgar las ayudas a niños de Vigo que estudian fuera""",https://www.elespanol.com/treintayseis/articulos/actualidad/caballero-la-ley-no-me-permite-excluir-a-ningun-nino-porque-no-este-empadronado-en-vigo,es,positivo,[],[]
20,2023-03-01T00:00:00.000Z,elespanol,"Abel Caballero, sobre las municipales: ""De la lista hablaré cuando llegue el momento""",https://www.elespanol.com/treintayseis/articulos/actualidad/abel-caballero-sobre-las-municipales-de-la-lista-hablare-cuando-llegue-el-momento,es,positivo,[],[]
21,2022-10-10T00:00:00.000Z,rtve,El alcalde de Vigo habla sobre el ahorro energético en Navidad,https://www.rtve.es/play/videos/la-hora-de-la-1/alcalde-vigo-habla-sobre-ahorro-energetico-navidad/6710290/,es,positivo,[],[]
22,2022-07-11T00:00:00.000Z,galiciapress,"Abel Caballero, alcalde de Vigo: ""Vigo está en la carrera para ser una de las sedes del Mundial de Fútbol 2030""",https://www.galiciapress.es/articulo/vigo/2022-07-11/3822470-abel-caballero-asegura-vigo-esta-carrera-sedes-mundial-futbol-2030,es,positivo,['678803735'],"['redaccion@galiciapress.es', 'direccion@galiciapress.es']"
23,2023-04-23T16:57:47.015Z,gazzetta,"Liga, Real Madrid-Celta Vigo 2-0, gol di Asensio e Militao - La Gazzetta dello Sport",https://www.gazzetta.it/Calcio/Liga/22-04-2023/liga-real-madrid-celta-vigo-2-0-firmato-asensio-militao-4601254634405.shtml,it,positivo,[],[]
24,2023-04-23T16:57:47.020Z,tuttosport,Asensio trascina il Real Madrid: battuto il Celta Vigo,https://www.tuttosport.com/news/calcio/calcio-estero/liga/2023/04/22-106816673/asensio_trascina_il_real_madrid_battuto_il_celta_vigo,it,positivo,['07125860010'],[]
25,2023-04-23T16:57:47.020Z,tuttosport,"Liga, Siviglia rimontato: il Celta Vigo pareggia al 93'!",https://www.tuttosport.com/news/calcio/calcio-estero/liga/2023/04/07-106124286/liga_siviglia_rimontato_il_celta_vigo_pareggia_al_93_,it,positivo,['07125860010'],[]
26,2022-10-24T00:00:00.000Z,elledecor,La casa-museo di Nanda Vigo per Remo Brindisi | Elle Decor,https://www.elledecor.com/it/case/a41748727/la-casa-museo-di-nanda-vigo-per-remo-brindisi-unopera-darte-totale/,it,positivo,['12212110154'],[]
27,2023-04-21T16:57:47.147Z,tio,Agenda - MUEVE - Ticinonline,https://www.tio.ch/agenda/day/20230421/44067,it,positivo,[],[]
28,2023-03-26T16:57:47.151Z,corrieredellosport,"Liga, tris per Atletico Madrid e Celta Vigo",https://www.corrieredellosport.it/news/calcio/calcio-estero/liga/2023/03/18-105109112/liga_tris_per_atletico_madrid_e_celta_vigo,it,positivo,['00878311000'],[]
29,2023-03-26T16:57:47.151Z,elespanol,"Abel Caballero: ""Vigo primero, el PSOE después""",https://www.elespanol.com/treintayseis/articulos/actualidad/abel-caballero-vigo-primero-el-psoe-despues,es,positivo,[],[]
30,2022-12-07T00:00:00.000Z,eitb,"El alcalde de Vigo, las luces y la liga de Navidad",https://www.eitb.eus/es/radio/radio-euskadi/programas/boulevard/audios/detalle/9037884/el-alcalde-de-vigo-luces-y-liga-de-navidad/,es,positivo,[],[]
31,2022-12-07T00:00:00.000Z,elespanol,Estos son los cinco primeros puestos de la lista de Abel Caballero para el 28M en Vigo,https://www.elespanol.com/treintayseis/articulos/actualidad/estos-son-los-cinco-primeros-puestos-de-la-lista-de-abel-caballero-para-el-28m-en-vigo,es,positivo,[],[]
32,2022-12-07T00:00:00.000Z,elespanol,"Abel Caballero quiere cumplir 101 años en Vigo: ""Voy a ser alcalde 25 años más""",https://www.elespanol.com/treintayseis/articulos/actualidad/abel-caballero-quiere-cumplir-101-anos-en-vigo-voy-a-ser-alcalde-25-anos-mas,es,positivo,[],[]
33,2022-12-07T00:00:00.000Z,elespanol,"Abel Caballero: ""Aspiro a tener un mejor resultado en estas elecciones""",https://www.elespanol.com/treintayseis/articulos/actualidad/abel-caballero-aspiro-a-tener-un-mejor-resultado-en-estas-elecciones,es,positivo,[],[]
34,2022-12-07T00:00:00.000Z,elespanol,"La torre que robó las vistas a la ría de Vigo, un ""horror"" con fecha de caducidad",https://www.elespanol.com/treintayseis/articulos/cultura/la-torre-que-robo-las-vistas-a-la-ria-de-vigo-un-horror-con-fecha-de-caducidad,es,negativo,[],[]
35,2023-01-16T00:00:00.000Z,com/espana/2023-01-16/caballero-calcula-tres-millones-de-visitantes-a-la-navidad-de-vigo-fue-la-mejor-que-se-hizo-nunca-en-ningun-sitio,Caballero calcula tres millones de visitantes a la Navidad de Vigo: “Fue la mejor que se hizo nunca en ningún sitio” | España | EL PAÍS,https://elpais.com/espana/2023-01-16/caballero-calcula-tres-millones-de-visitantes-a-la-navidad-de-vigo-fue-la-mejor-que-se-hizo-nunca-en-ningun-sitio.html,es,positivo,[],['ventacontenidos@prisamedia.com']
36,2023-01-16T00:00:00.000Z,elespanol,"El alcalde de Vigo denuncia ""vandalismo organizado"" contra los baños de la ETEA",https://www.elespanol.com/treintayseis/articulos/actualidad/el-alcalde-de-vigo-denuncia-vandalismo-organizado-contra-los-banos-de-la-etea,es,negativo,[],[]
37,2023-01-16T00:00:00.000Z,com/espana/2023-04-17/28-m-los-alcaldes-socialistas-se-pegan-al-terreno-y-a-las-siglas,Elecciones: 28-M: Los alcaldes socialistas se pegan al terreno y a las siglas   | España | EL PAÍS,https://elpais.com/espana/2023-04-17/28-m-los-alcaldes-socialistas-se-pegan-al-terreno-y-a-las-siglas.html,es,positivo,[],['ventacontenidos@prisamedia.com']
38,2022-11-18T00:00:00.000Z,rtve,"Entrevista al alcalde de Vigo, Abel Caballero",https://www.rtve.es/play/videos/la-hora-de-la-1/entrevista-alcalde-vigo-abel-caballero/6739067/,es,positivo,[],[]
39,2023-02-24T00:00:00.000Z,galiciapress,"Caballero: ""Dentro de cuatro años me presentaré, mejoraré resultados otra vez y después Dios dirá""",https://www.galiciapress.es/articulo/politica-galicia/2023-02-24/4189364-abel-caballero-dentro-cuatro-anos-presentare-mejorare-resultados-otra-vez-despues-dios-dira,es,positivo,['678803735'],"['redaccion@galiciapress.es', 'direccion@galiciapress.es']"
40,2022-11-19T00:00:00.000Z,com/espana/galicia/2022-11-19/abel-caballero-prende-sus-11-millones-de-leds-la-international-space-station-esta-ahi-arriba-para-retransmitir-la-navidad-de-vigo,Abel Caballero prende sus 11 millones de luces led: “La International Space Station está ahí arriba para retransmitir la Navidad de Vigo” | Galicia | EL PAÍS,https://elpais.com/espana/galicia/2022-11-19/abel-caballero-prende-sus-11-millones-de-leds-la-international-space-station-esta-ahi-arriba-para-retransmitir-la-navidad-de-vigo.html,es,negativo,[],['ventacontenidos@prisamedia.com']
41,2022-11-19T00:00:00.000Z,elespanol,"Abel Caballero denuncia ""una alianza del BNG y la Xunta para parar la Navidad"" de Vigo",https://www.elespanol.com/treintayseis/articulos/actualidad/abel-caballero-denuncia-una-alianza-del-bng-y-la-xunta-para-parar-la-navidad-de-vigo,es,positivo,[],[]
42,2022-11-11T00:00:00.000Z,elespanol,Esto es lo que han cobrado en 2021 los alcaldes de las comarcas de Vigo y Pontevedra,https://www.elespanol.com/treintayseis/articulos/economia/esto-es-lo-que-han-cobrado-en-2021-los-alcaldes-de-las-comarcas-de-vigo-y-pontevedra,es,positivo,[],[]
43,2022-11-09T00:00:00.000Z,galiciapress,¿Cuánto cobra mi alcalde? Lores (Pontevedra) y Caballero (Vigo) son los que más ganan en Galicia,https://www.galiciapress.es/articulo/politica-galicia/2022-11-09/4065977-sueldos-alcaldes-gallegos-lores-caballero-superan-70000-euros-docena-no-cobra-cargo-31-no-informan,es,positivo,['678803735'],"['redaccion@galiciapress.es', 'direccion@galiciapress.es']"
44,2022-11-09T00:00:00.000Z,elespanol,"Caballero, sobre la salida sur: ""El Gobierno de España sigue cumpliendo con esta ciudad""",https://www.elespanol.com/treintayseis/articulos/actualidad/caballero-sobre-la-salida-sur-el-gobierno-de-espana-sigue-cumpliendo-con-esta-ciudad,es,positivo,[],[]
45,2022-11-09T00:00:00.000Z,elespanol,"Abel Caballero, sobre los resultados del próximo 28M: ""Estoy seguro de que vamos a subir""",https://www.elespanol.com/treintayseis/articulos/actualidad/abel-caballero-sobre-los-resultados-del-proximo-28m-estoy-seguro-de-que-vamos-a-subir,es,positivo,[],[]
46,2022-11-09T00:00:00.000Z,elespanol,París de Noia estrena la temporada de orquestas en Vigo con una actuación el próximo viernes,https://www.elespanol.com/treintayseis/articulos/vivir/paris-de-noia-estrena-la-temporada-de-orquestas-en-vigo-con-una-actuacion-el-proximo-viernes,es,positivo,[],[]
47,2022-10-10T00:00:00.000Z,rtve,"Entrevista al alcalde de Vigo, Abel Caballero",https://www.rtve.es/noticias/20221010/entrevista-alcalde-vigo-abel-caballero/2405562.shtml,es,positivo,[],[]
48,2022-12-23T00:00:00.000Z,elespanol,"Abel Caballero: ""La ley dificulta otorgar las ayudas a niños de Vigo que estudian fuera""",https://www.elespanol.com/treintayseis/articulos/actualidad/caballero-la-ley-no-me-permite-excluir-a-ningun-nino-porque-no-este-empadronado-en-vigo,es,positivo,[],[]
49,2022-10-10T00:00:00.000Z,rtve,El alcalde de Vigo habla sobre el ahorro energético en Navidad,https://www.rtve.es/play/videos/la-hora-de-la-1/alcalde-vigo-habla-sobre-ahorro-energetico-navidad/6710290/,es,positivo,[],[]
